area_size;sunlight_need;environment_type;climate_type;fertilizer_frequency;pesticide_frequency;has_pet;has_child;suggested_plant;user_feedback;id;watering_frequency
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Lacandonian;0;1940;Monthly
Small;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Cactus (Various);0;1941;Bi-weekly
Small;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Candytuft;0;1942;Bi-weekly
Small;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Chrysanthemum (Outdoor);0;1943;Bi-weekly
Mini;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Armeria (Thrift);0;1944;Weekly
Mini;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Ligustrum;0;1945;Weekly
Mini;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Kikar Tree (Acacia);0;1946;Weekly
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Elderberry;0;1947;Weekly
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Bamboo Palm;0;1948;Weekly
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Pilea;0;1949;Weekly
Mini;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Hen and Chicks;0;1950;Bi-weekly
Mini;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Fig Tree;0;1951;Bi-weekly
Mini;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Salvia;0;1952;Bi-weekly
Small;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Ficus Benjamina;0;1953;Daily
Small;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Acanthus;0;1954;Daily
Small;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Parsley;0;1955;Daily
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Spider Plant;0;1956;Daily
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Kiwi Vine;0;1957;Daily
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Zucchini;0;1958;Daily
Large;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Baby Tears;0;1959;Daily
Large;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;African Violet;0;1960;Daily
Large;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Peace Lily;0;1961;Daily
Medium;Bright indirect light;Indoor;Winter;Monthly;Never needed;Yes;Yes;Lupine;0;1962;Every 2-3 days
Medium;Bright indirect light;Indoor;Winter;Monthly;Never needed;Yes;Yes;Verbena;0;1963;Every 2-3 days
Medium;Bright indirect light;Indoor;Winter;Monthly;Never needed;Yes;Yes;Jackfruit;0;1964;Every 2-3 days
Medium;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;No;Zea Mays (Corn);0;1965;Every 2-3 days
Medium;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;No;Cactus (Various);0;1966;Every 2-3 days
Medium;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;No;Jasmine;0;1967;Every 2-3 days
Small;Bright indirect light;Indoor;Spring;Monthly;Never needed;No;No;Chrysanthemum (Outdoor);0;1968;Bi-weekly
Small;Bright indirect light;Indoor;Spring;Monthly;Never needed;No;No;Snake Plant;0;1969;Bi-weekly
Small;Bright indirect light;Indoor;Spring;Monthly;Never needed;No;No;Galangal;0;1970;Bi-weekly
Medium;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Money Plant;0;1971;Daily
Medium;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Geranium;0;1972;Daily
Medium;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Succulent;0;1973;Daily
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Nerve Plant (Fittonia);0;1974;Bi-weekly
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Coral Bells;0;1975;Bi-weekly
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Tuberose;0;1976;Bi-weekly
Small;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Spider Flower;0;1977;Daily
Small;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Blazing Star;0;1978;Daily
Small;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Spider Plant;0;1979;Daily
Medium;Bright indirect light;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Acorn Squash;0;1980;Daily
Medium;Bright indirect light;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Bluebell;0;1981;Daily
Medium;Bright indirect light;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Cilantro;0;1982;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Eggplant;0;1983;Monthly
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Henbane;0;1984;Monthly
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Calendula;0;1985;Monthly
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Sweet Pea;0;1986;Bi-weekly
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Staghorn Fern;0;1987;Bi-weekly
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Yew;0;1988;Bi-weekly
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Fern (Maidenhair);0;1989;Monthly
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Goldenrods;0;1990;Monthly
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Bellflower;0;1991;Monthly
Small;6+ hours;Indoor;Winter;Never needed;1-2 times a year;No;No;Tarragon;0;1992;Bi-weekly
Small;6+ hours;Indoor;Winter;Never needed;1-2 times a year;No;No;Anemone;0;1993;Bi-weekly
Small;6+ hours;Indoor;Winter;Never needed;1-2 times a year;No;No;Cress;0;1994;Bi-weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Dracaena;0;1995;Monthly
Medium;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Jatropha;0;1996;Monthly
Medium;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Sedge;0;1997;Monthly
Small;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Guava;0;1998;Monthly
Small;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Aztec Lily;0;1999;Monthly
Small;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Quinoa;0;2000;Monthly
Small;1-2 hours daily;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Azalea;0;2001;Bi-weekly
Small;1-2 hours daily;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Engelmann Spruce;0;2002;Bi-weekly
Small;1-2 hours daily;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Cestrum;0;2003;Bi-weekly
Medium;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Astilbe;0;2004;Monthly
Medium;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Daisy Fleabane;0;2005;Monthly
Medium;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Spider Flower;0;2006;Monthly
Small;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;No;Areca Palm;0;2007;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;No;Spider Flower;0;2008;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;No;Holly;0;2009;Daily
Large;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Monstera;0;2010;Bi-weekly
Large;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Mayapple;0;2011;Bi-weekly
Large;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Foxglove;0;2012;Bi-weekly
Small;6+ hours;Indoor;Spring;Monthly;Never needed;Yes;Yes;Hen and Chicks;0;2013;Monthly
Small;6+ hours;Indoor;Spring;Monthly;Never needed;Yes;Yes;Prayer Plant (Maranta);0;2014;Monthly
Small;6+ hours;Indoor;Spring;Monthly;Never needed;Yes;Yes;Croton;0;2015;Monthly
Medium;6+ hours;Outdoor;Spring;Monthly;Monthly;No;Yes;Potato Vine;0;2016;Monthly
Medium;6+ hours;Outdoor;Spring;Monthly;Monthly;No;Yes;Jerusalem Artichoke;0;2017;Monthly
Medium;6+ hours;Outdoor;Spring;Monthly;Monthly;No;Yes;Canna Lily;0;2018;Monthly
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Fig Tree;0;2019;Every 2-3 days
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Amaryllis;0;2020;Every 2-3 days
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Galangal;0;2021;Every 2-3 days
Mini;1-2 hours daily;Indoor;Summer;Never needed;Never needed;No;No;Magnolia;0;2022;Bi-weekly
Mini;1-2 hours daily;Indoor;Summer;Never needed;Never needed;No;No;Green Bean;0;2023;Bi-weekly
Mini;1-2 hours daily;Indoor;Summer;Never needed;Never needed;No;No;Cyclamen;0;2024;Bi-weekly
Medium;Bright indirect light;Semi-outdoor;Spring;Monthly;1-2 times a year;Yes;Yes;Euphorbia;0;2025;Weekly
Medium;Bright indirect light;Semi-outdoor;Spring;Monthly;1-2 times a year;Yes;Yes;Gardenia;0;2026;Weekly
Medium;Bright indirect light;Semi-outdoor;Spring;Monthly;1-2 times a year;Yes;Yes;Bird's Nest Fern;0;2027;Weekly
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Indian Grass;0;2028;Weekly
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Geranium;0;2029;Weekly
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Lupine;0;2030;Weekly
Large;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Aquilegia (Columbine);0;2031;Weekly
Large;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Alocasia (Elephant Ear);0;2032;Weekly
Large;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Date Palm;0;2033;Weekly
Medium;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Yarrow;0;2034;Monthly
Medium;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Coreopsis;0;2035;Monthly
Medium;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Norfolk Island Pine;0;2036;Monthly
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Moringa;0;2037;Daily
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Acorn Squash;0;2038;Daily
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Carnation;0;2039;Daily
Large;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Bee Balm;0;2040;Bi-weekly
Large;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Begonia (Outdoor);0;2041;Bi-weekly
Large;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Echeveria;0;2042;Bi-weekly
Mini;6+ hours;Indoor;Summer;Never needed;Never needed;No;No;Jasmine (Outdoor);0;2043;Bi-weekly
Mini;6+ hours;Indoor;Summer;Never needed;Never needed;No;No;Fig Tree;0;2044;Bi-weekly
Mini;6+ hours;Indoor;Summer;Never needed;Never needed;No;No;Globe Thistle;0;2045;Bi-weekly
Small;Bright indirect light;Indoor;Summer;Never needed;1-2 times a year;No;No;Laelia Orchid;0;2046;Bi-weekly
Small;Bright indirect light;Indoor;Summer;Never needed;1-2 times a year;No;No;Green Bean;0;2047;Bi-weekly
Small;Bright indirect light;Indoor;Summer;Never needed;1-2 times a year;No;No;Strawberry Plant;0;2048;Bi-weekly
Medium;Can live in shade;Indoor;All seasons;1-2 times a year;Never needed;Yes;No;Dandelion;0;2049;Every 2-3 days
Medium;Can live in shade;Indoor;All seasons;1-2 times a year;Never needed;Yes;No;Rhododendron;0;2050;Every 2-3 days
Medium;Can live in shade;Indoor;All seasons;1-2 times a year;Never needed;Yes;No;Wax Begonia;0;2051;Every 2-3 days
Small;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Bergamot;0;2052;Weekly
Small;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Rose;0;2053;Weekly
Small;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Nutmeg;0;2054;Weekly
Mini;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Orchid Cactus;0;2055;Monthly
Mini;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Sedum;0;2056;Monthly
Mini;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Malva (Mallow);0;2057;Monthly
Large;6+ hours;Indoor;Winter;Never needed;1-2 times a year;No;No;Bird's Nest Fern;0;2058;Monthly
Large;6+ hours;Indoor;Winter;Never needed;1-2 times a year;No;No;Elderflower;0;2059;Monthly
Large;6+ hours;Indoor;Winter;Never needed;1-2 times a year;No;No;Guar;0;2060;Monthly
Large;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Black Currant;0;2061;Weekly
Large;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Chinese Money Plant;0;2062;Weekly
Large;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Marigold;0;2063;Weekly
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Dandelion;0;2064;Bi-weekly
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Zebra Plant;0;2065;Bi-weekly
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Cactus;0;2066;Bi-weekly
Large;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Soursop;0;2067;Monthly
Large;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Japanese Maple;0;2068;Monthly
Large;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Goldenrods;0;2069;Monthly
Small;6+ hours;Outdoor;Spring;Monthly;1-2 times a year;No;No;Ginger;0;2070;Bi-weekly
Small;6+ hours;Outdoor;Spring;Monthly;1-2 times a year;No;No;Cabbage;0;2071;Bi-weekly
Small;6+ hours;Outdoor;Spring;Monthly;1-2 times a year;No;No;Tulip;0;2072;Bi-weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Stevia;0;2073;Bi-weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Catmint;0;2074;Bi-weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Tuberose;0;2075;Bi-weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Zoysia Grass;0;2076;Weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Mulberry;0;2077;Weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Catmint;0;2078;Weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Kangaroo Paw Fern;0;2079;Every 2-3 days
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Mint;0;2080;Every 2-3 days
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;No;No;Quinoa;0;2081;Every 2-3 days
Mini;1-2 hours daily;Indoor;All seasons;Never needed;Never needed;No;No;Pine;0;2082;Daily
Mini;1-2 hours daily;Indoor;All seasons;Never needed;Never needed;No;No;Croton;0;2083;Daily
Mini;1-2 hours daily;Indoor;All seasons;Never needed;Never needed;No;No;Daffodil;0;2084;Daily
Small;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Potato Vine;0;2085;Bi-weekly
Small;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Moringa;0;2086;Bi-weekly
Small;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Kiwi;0;2087;Bi-weekly
Large;6+ hours;Outdoor;Summer;Monthly;1-2 times a year;No;No;Pothos;0;2088;Daily
Large;6+ hours;Outdoor;Summer;Monthly;1-2 times a year;No;No;Date Palm (Khajoor);0;2089;Daily
Large;6+ hours;Outdoor;Summer;Monthly;1-2 times a year;No;No;Wattle;0;2090;Daily
Small;Bright indirect light;Indoor;Spring;Monthly;Monthly;Yes;Yes;Achillea (Yarrow);0;2091;Weekly
Small;Bright indirect light;Indoor;Spring;Monthly;Monthly;Yes;Yes;Camellia;0;2092;Weekly
Small;Bright indirect light;Indoor;Spring;Monthly;Monthly;Yes;Yes;Lemon Balm;0;2093;Weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Cabbage Palm;0;2094;Weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Buckwheat;0;2095;Weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Silene (Catchfly);0;2096;Weekly
Mini;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Quince;0;2097;Monthly
Mini;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Calathea;0;2098;Monthly
Mini;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Goldenseal;0;2099;Monthly
Mini;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Lobelia;0;2100;Monthly
Mini;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Dogwood Tree;0;2101;Monthly
Mini;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Japanese Anemone;0;2102;Monthly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Lemon Balm;0;2103;Weekly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Teak;0;2104;Weekly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Cyclamen;0;2105;Weekly
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Cress;0;2106;Monthly
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Bearded Iris;0;2107;Monthly
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Apple Tree;0;2108;Monthly
Mini;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Fiddle Leaf Fig;0;2109;Daily
Mini;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Lucky Bamboo;0;2110;Daily
Mini;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Chinese Money Plant;0;2111;Daily
Small;1-2 hours daily;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Daffodil;0;2112;Every 2-3 days
Small;1-2 hours daily;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Ber Tree (Indian Jujube);0;2113;Every 2-3 days
Small;1-2 hours daily;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Daisy Fleabane;0;2114;Every 2-3 days
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;No;Rhododendron;0;2115;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;No;Aloe Vera;0;2116;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;No;Dandelion;0;2117;Daily
Large;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Coneflower;0;2118;Monthly
Large;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Guar;0;2119;Monthly
Large;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Alyssum;0;2120;Monthly
Medium;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Dandelion;0;2121;Monthly
Medium;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Lilac;0;2122;Monthly
Medium;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Poinsettia;0;2123;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Green Bean;0;2124;Every 2-3 days
Medium;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;String of Dolphins;0;2125;Every 2-3 days
Medium;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Triostar Stromanthe;0;2126;Every 2-3 days
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;No;Star Jasmine;0;2127;Daily
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;No;Corn;0;2128;Daily
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;Yes;No;Green Bean;0;2129;Daily
Small;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Liatris;0;2130;Daily
Small;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Knautia;0;2131;Daily
Small;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Cactus (Various);0;2132;Daily
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Aloe Vera;0;2133;Every 2-3 days
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Crown of Thorns;0;2134;Every 2-3 days
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Clover;0;2135;Every 2-3 days
Mini;Bright indirect light;Indoor;Summer;Monthly;Monthly;Yes;Yes;Taro;0;2136;Monthly
Mini;Bright indirect light;Indoor;Summer;Monthly;Monthly;Yes;Yes;Philodendron;0;2137;Monthly
Mini;Bright indirect light;Indoor;Summer;Monthly;Monthly;Yes;Yes;Pothos;0;2138;Monthly
Large;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Cananga (Ylang-Ylang);0;2139;Weekly
Large;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Yarrow;0;2140;Weekly
Large;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Cucumbers;0;2141;Weekly
Small;6+ hours;Indoor;All seasons;Never needed;1-2 times a year;No;No;Sweet Alyssum;0;2142;Monthly
Small;6+ hours;Indoor;All seasons;Never needed;1-2 times a year;No;No;Peepal Tree;0;2143;Monthly
Small;6+ hours;Indoor;All seasons;Never needed;1-2 times a year;No;No;Balloon Flower;0;2144;Monthly
Mini;6+ hours;Indoor;Spring;Never needed;1-2 times a year;No;No;Red Maple;0;2145;Daily
Mini;6+ hours;Indoor;Spring;Never needed;1-2 times a year;No;No;Zucchini;0;2146;Daily
Mini;6+ hours;Indoor;Spring;Never needed;1-2 times a year;No;No;Tarragon;0;2147;Daily
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;1-2 times a year;Yes;No;Strawberry Plant;0;2148;Every 2-3 days
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;1-2 times a year;Yes;No;Cabbage;0;2149;Every 2-3 days
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;1-2 times a year;Yes;No;Mimosa;0;2150;Every 2-3 days
Small;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Galax;0;2151;Daily
Small;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Ficus Microcarpa;0;2152;Daily
Small;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Mint;0;2153;Daily
Small;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Clove;0;2154;Every 2-3 days
Small;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Star Jasmine;0;2155;Every 2-3 days
Small;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Pineapple Sage;0;2156;Every 2-3 days
Small;1-2 hours daily;Indoor;Winter;Monthly;Monthly;Yes;Yes;Money Tree;0;2157;Every 2-3 days
Small;1-2 hours daily;Indoor;Winter;Monthly;Monthly;Yes;Yes;Astilbe;0;2158;Every 2-3 days
Small;1-2 hours daily;Indoor;Winter;Monthly;Monthly;Yes;Yes;Grape Vine;0;2159;Every 2-3 days
Mini;Bright indirect light;Indoor;All seasons;Never needed;Never needed;No;No;Zoysia Grass;0;2160;Every 2-3 days
Mini;Bright indirect light;Indoor;All seasons;Never needed;Never needed;No;No;Eggplant;0;2161;Every 2-3 days
Mini;Bright indirect light;Indoor;All seasons;Never needed;Never needed;No;No;Snapdragon;0;2162;Every 2-3 days
Medium;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Mallow;0;2163;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Aquilegia (Columbine);0;2164;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Sunflower;0;2165;Monthly
Small;1-2 hours daily;Semi-outdoor;All seasons;Monthly;Monthly;Yes;Yes;String of Dolphins;0;2166;Every 2-3 days
Small;1-2 hours daily;Semi-outdoor;All seasons;Monthly;Monthly;Yes;Yes;Daisy;0;2167;Every 2-3 days
Small;1-2 hours daily;Semi-outdoor;All seasons;Monthly;Monthly;Yes;Yes;Heliopsis;0;2168;Every 2-3 days
Small;Bright indirect light;Semi-outdoor;Summer;1-2 times a year;Monthly;Yes;No;Amaltas (Golden Shower);0;2169;Every 2-3 days
Small;Bright indirect light;Semi-outdoor;Summer;1-2 times a year;Monthly;Yes;No;Mulberry;0;2170;Every 2-3 days
Small;Bright indirect light;Semi-outdoor;Summer;1-2 times a year;Monthly;Yes;No;Gazania;0;2171;Every 2-3 days
Small;1-2 hours daily;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Calla Lily;0;2172;Daily
Small;1-2 hours daily;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;String of Bananas;0;2173;Daily
Small;1-2 hours daily;Outdoor;All seasons;Monthly;Monthly;Yes;Yes;Carrot Plant;0;2174;Daily
Small;1-2 hours daily;Semi-outdoor;All seasons;Monthly;Monthly;Yes;Yes;Venus Fly Trap;0;2175;Daily
Small;1-2 hours daily;Semi-outdoor;All seasons;Monthly;Monthly;Yes;Yes;Lotus Bamboo;0;2176;Daily
Small;1-2 hours daily;Semi-outdoor;All seasons;Monthly;Monthly;Yes;Yes;Butternut Squash;0;2177;Daily
Medium;Bright indirect light;Semi-outdoor;All seasons;Never needed;Monthly;Yes;No;Sweet Potato Vine;0;2178;Every 2-3 days
Medium;Bright indirect light;Semi-outdoor;All seasons;Never needed;Monthly;Yes;No;Strawberry;0;2179;Every 2-3 days
Medium;Bright indirect light;Semi-outdoor;All seasons;Never needed;Monthly;Yes;No;Nasturtium;0;2180;Every 2-3 days
Large;6+ hours;Semi-outdoor;Winter;1-2 times a year;Monthly;No;No;Lucky Bamboo;0;2181;Monthly
Large;6+ hours;Semi-outdoor;Winter;1-2 times a year;Monthly;No;No;Bromeliad;0;2182;Monthly
Large;6+ hours;Semi-outdoor;Winter;1-2 times a year;Monthly;No;No;Cananga (Ylang-Ylang);0;2183;Monthly
Large;Can live in shade;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Ixia;0;2184;Daily
